@relation 'Analy-weka.filters.unsupervised.attribute.StringToNominal-Rlast-weka.filters.unsupervised.attribute.Remove-R18,23,25-26,30,32,34-35,37-weka.filters.unsupervised.attribute.Remove-R29-weka.filters.unsupervised.attribute.ReplaceMissingValues-weka.filters.unsupervised.attribute.NumericToNominal-Rfirst-last-weka.filters.unsupervised.attribute.StringToNominal-Rlast'

@attribute rollno {11CO18,11CO35,11CO37,11CO54,12CO03,12CO04,12CO06,12CO10,12CO18,12CO19,12CO25,12CO33,12CO34,12CO35,12CO41,12CO42,12CO45,12CO50,12CO51,12CO57,12CO84,13CO04,13CO06,13CO07,13CO09,13CO10,13CO11,13CO12,13CO13,13CO14,13CO16,13CO17,13CO18,13CO19,13CO21,13CO22,13CO23,13CO24,13CO25,13CO28,13CO29,13CO30,13CO32,13CO34,13CO36,13CO38,13CO39,13CO44,13CO46,13CO48,13CO49,13CO50,13CO52,13CO53,13CO54,13CO55,13CO56,13CO57,13CO60,13CO77,13CO78,14CO01,14CO02,14CO03,14CO04,14CO05,14CO06,14CO07,14CO08,14CO10,14CO11,14CO12,14CO14,14CO15,14CO16,14CO17,14CO19,14CO21,14CO22,14CO23,14CO25,14CO28,14CO29,14CO30,14CO31,14CO33,14CO34,14CO35,14CO36,14CO37,14CO38,14CO39,14CO40,14CO41,14CO42,14CO43,14CO44,14CO47,14CO48,14CO49,14DCO52,14DCO53,14DCO56,14DCO57,14DCO58,14DCO61,14DCO63,14DCO65,14DCO66,14DCO69,15DCO44,15DCO46,15DCO47,15DCO48,15DCO49,15DCO50,15DCO51,15DCO52,15DCO53,15DCO54,15DCO55,15DCO56,15DCO57,15DCO58,15DCO59,15DCO60,15DCO61,15DCO62,15DCO63,15DCO64,15DCO65,15DCO66,15DCO67,15DCO68,15DCO69,15DCO70,15DCO71,15DCO72,15DCO73,15DCO74,15DCO75,15DCO76,15DCO77,15DCO78}
@attribute study_hrs {0,1,2,3,4,5}
@attribute health {EXCELLENT,POOR,AVERAGE,GOOD}
@attribute tution {NO,YES}
@attribute source_fees {PARENTS,SCHOLARSHIP,MULTIPLE,RELATIVES}
@attribute drop_yr {YES,NO}
@attribute campus_feedback {1,2,3,4,5}
@attribute travel_time {'1 TO 2 HOURS','MORE THAN 3 HOURS','2 TO 3 HOURS',1,'UPTO 1 HRS','UPTO 1 HOUR'}
@attribute family_type {NUCLEAR,JOINT,EXTENDED}
@attribute annual_income {'5 LAKHS AND ABOVE','2 TO 2.99 LAKHS','1 TO 1.99 LAKHS','LESS THAN 1 LAKH','4 TO 4.99 LAKHS','3 TO 3.99 LAKHS'}
@attribute father_edu {0,1,2,3,4,5}
@attribute mother_edu {0,1,2,3,4}
@attribute father_occup {'SALARIED EMPLOYEE',BUSINESS,'DEFENCE SERVICE(AIRFORCE)','NO JOB',SERVICE,'PASSED AWAY',HELPER,DRIVER,'SELF EMPLOYEE',ELECTRICIAN,'BMC SERVICE (ASST. ENGINEER)',JOB,BUSSINESS,'SELF EMPLOYEED'}
@attribute mother_occup {HOUSEWIFE,'SALARIED EMPLOYEE',BUSINESS,'HOUSE WIFE'}
@attribute challenges_family {'NO PROBLEM',NONE,'ANY ILL PERSON',NO,'SALARIED EMPLOYEE','NO CHALLENGES',FAINANCES}
@attribute cast {OPEN,OBC,GENERAL,MUSLIM,HINDU}
@attribute mother_tounge {HINDI,URDU,MARATHI,GUJARATI,KONKANI,TAMIL,BENGALI}
@attribute kts {0,1,2,3,4,5,6,7}
@attribute ssc {'FIRST CLASS',DISTINCTION,'SECOND CLASS'}
@attribute hsc {'FIRST CLASS','SECOND CLASS',DISTINCTION,'FRIST CLASS'}
@attribute medium {ENGLISH,VERNACULAR}
@attribute location {MUMBRA,MUMBAI,THANE,'NAVI MUMBAI',RAIGARH,RATNAGIRI,RAIGAD,NULL}
@attribute trav_medium {NULL,TRAIN}
@attribute gender {MALE,FEMALE}
@attribute course_id {CPC501,CPC502,CPC503,CPC504,CPL501,CPL502,CSC401,CSC402,CSC403,CSC404,CSC405,CSC406,CSC301,CSC302,CSC303,CSC304,CSC305,CSC306,CPC601,CPC602,CPC603,CPC604,CPE6012,CPL605,FEC205-CO}
@attribute kt {NO,YES}
@attribute att {EXCELLENT,GOOD,AVERAGE,POOR}
@attribute test {-1,0,4,5,6,7,8,9,10}

@data
13CO21,4,GOOD,NO,PARENTS,NO,4,'UPTO 1 HRS',NUCLEAR,'LESS THAN 1 LAKH',1,1,BUSINESS,HOUSEWIFE,'NO PROBLEM',OPEN,URDU,0,DISTINCTION,'FIRST CLASS',ENGLISH,RAIGAD,NULL,MALE,CSC302,NO,GOOD,10
13CO21,4,GOOD,NO,PARENTS,NO,4,'UPTO 1 HRS',NUCLEAR,'LESS THAN 1 LAKH',1,1,BUSINESS,HOUSEWIFE,'NO PROBLEM',OPEN,URDU,0,DISTINCTION,'FIRST CLASS',ENGLISH,RAIGAD,NULL,MALE,CSC402,NO,EXCELLENT,10
13CO25,2,GOOD,NO,PARENTS,NO,4,'2 TO 3 HOURS',JOINT,'1 TO 1.99 LAKHS',3,1,BUSINESS,HOUSEWIFE,'NO PROBLEM',OPEN,URDU,0,DISTINCTION,'FIRST CLASS',ENGLISH,MUMBAI,NULL,MALE,CPC502,NO,GOOD,10
13CO25,2,GOOD,NO,PARENTS,NO,4,'2 TO 3 HOURS',JOINT,'1 TO 1.99 LAKHS',3,1,BUSINESS,HOUSEWIFE,'NO PROBLEM',OPEN,URDU,0,DISTINCTION,'FIRST CLASS',ENGLISH,MUMBAI,NULL,MALE,CPC504,NO,EXCELLENT,10
13CO34,1,EXCELLENT,NO,PARENTS,NO,4,'2 TO 3 HOURS',NUCLEAR,'3 TO 3.99 LAKHS',1,1,'SALARIED EMPLOYEE',HOUSEWIFE,'NO PROBLEM',OPEN,URDU,0,DISTINCTION,DISTINCTION,ENGLISH,'NAVI MUMBAI',NULL,MALE,CPL501,NO,EXCELLENT,10
13CO49,2,EXCELLENT,YES,SCHOLARSHIP,NO,4,'1 TO 2 HOURS',JOINT,'1 TO 1.99 LAKHS',3,3,'SALARIED EMPLOYEE',HOUSEWIFE,'NO PROBLEM',OPEN,URDU,0,DISTINCTION,'FIRST CLASS',ENGLISH,MUMBAI,NULL,MALE,CSC402,NO,AVERAGE,10
13CO55,2,GOOD,NO,RELATIVES,NO,4,'UPTO 1 HRS',JOINT,'LESS THAN 1 LAKH',1,1,BUSINESS,HOUSEWIFE,'NO PROBLEM',OPEN,URDU,1,DISTINCTION,'FIRST CLASS',VERNACULAR,THANE,NULL,MALE,CSC303,NO,EXCELLENT,10
14CO42,1,GOOD,NO,SCHOLARSHIP,NO,4,'2 TO 3 HOURS',JOINT,'2 TO 2.99 LAKHS',1,0,BUSINESS,HOUSEWIFE,'NO PROBLEM',OPEN,URDU,0,DISTINCTION,'FIRST CLASS',ENGLISH,NULL,NULL,MALE,CSC302,NO,GOOD,10
14CO44,3,GOOD,NO,MULTIPLE,NO,5,'1 TO 2 HOURS',NUCLEAR,'1 TO 1.99 LAKHS',1,0,'SALARIED EMPLOYEE',HOUSEWIFE,'NO PROBLEM',OPEN,URDU,2,DISTINCTION,'FIRST CLASS',VERNACULAR,NULL,NULL,MALE,CSC302,NO,AVERAGE,10
14CO44,3,GOOD,NO,MULTIPLE,NO,5,'1 TO 2 HOURS',NUCLEAR,'1 TO 1.99 LAKHS',1,0,'SALARIED EMPLOYEE',HOUSEWIFE,'NO PROBLEM',OPEN,URDU,2,DISTINCTION,'FIRST CLASS',VERNACULAR,NULL,NULL,MALE,CSC303,NO,EXCELLENT,10
14DCO56,1,EXCELLENT,NO,PARENTS,NO,4,'2 TO 3 HOURS',NUCLEAR,'2 TO 2.99 LAKHS',4,2,BUSINESS,HOUSEWIFE,'NO PROBLEM',OPEN,URDU,0,DISTINCTION,'FIRST CLASS',ENGLISH,NULL,NULL,MALE,CSC302,NO,AVERAGE,10
14DCO63,2,GOOD,NO,PARENTS,NO,4,'1 TO 2 HOURS',NUCLEAR,'LESS THAN 1 LAKH',1,3,BUSINESS,HOUSEWIFE,'NO PROBLEM',OPEN,URDU,0,DISTINCTION,DISTINCTION,ENGLISH,NULL,NULL,MALE,CSC302,NO,EXCELLENT,10
15DCO57,1,EXCELLENT,NO,MULTIPLE,NO,4,'1 TO 2 HOURS',JOINT,'2 TO 2.99 LAKHS',1,1,'SELF EMPLOYEED',HOUSEWIFE,'NO PROBLEM',OPEN,URDU,0,'FIRST CLASS',DISTINCTION,ENGLISH,NULL,NULL,MALE,CSC302,NO,AVERAGE,10
13CO30,1,GOOD,NO,PARENTS,NO,4,'2 TO 3 HOURS',NUCLEAR,'LESS THAN 1 LAKH',1,1,BUSINESS,HOUSEWIFE,'NO PROBLEM',OPEN,URDU,0,DISTINCTION,'SECOND CLASS',VERNACULAR,THANE,NULL,MALE,CSC402,NO,EXCELLENT,9
13CO25,2,GOOD,NO,PARENTS,NO,4,'2 TO 3 HOURS',JOINT,'1 TO 1.99 LAKHS',3,1,BUSINESS,HOUSEWIFE,'NO PROBLEM',OPEN,URDU,0,DISTINCTION,'FIRST CLASS',ENGLISH,MUMBAI,NULL,MALE,CSC304,NO,AVERAGE,9
13CO13,1,GOOD,NO,PARENTS,NO,3,'UPTO 1 HRS',NUCLEAR,'LESS THAN 1 LAKH',1,0,BUSINESS,HOUSEWIFE,'NO PROBLEM',OPEN,HINDI,0,'FIRST CLASS','FIRST CLASS',VERNACULAR,'NAVI MUMBAI',NULL,FEMALE,CPC502,NO,EXCELLENT,9
13CO55,2,GOOD,NO,RELATIVES,NO,4,'UPTO 1 HRS',JOINT,'LESS THAN 1 LAKH',1,1,BUSINESS,HOUSEWIFE,'NO PROBLEM',OPEN,URDU,1,DISTINCTION,'FIRST CLASS',VERNACULAR,THANE,NULL,MALE,CPC502,NO,EXCELLENT,9
13CO55,2,GOOD,NO,RELATIVES,NO,4,'UPTO 1 HRS',JOINT,'LESS THAN 1 LAKH',1,1,BUSINESS,HOUSEWIFE,'NO PROBLEM',OPEN,URDU,1,DISTINCTION,'FIRST CLASS',VERNACULAR,THANE,NULL,MALE,CSC402,NO,AVERAGE,9
13CO18,3,EXCELLENT,NO,PARENTS,NO,4,'UPTO 1 HRS',JOINT,'2 TO 2.99 LAKHS',1,1,'SALARIED EMPLOYEE',HOUSEWIFE,'NO PROBLEM',OPEN,HINDI,1,DISTINCTION,'FIRST CLASS',VERNACULAR,MUMBAI,NULL,MALE,CSC305,NO,AVERAGE,-1
11CO54,1,AVERAGE,NO,PARENTS,YES,2,'2 TO 3 HOURS',JOINT,'1 TO 1.99 LAKHS',2,1,'SALARIED EMPLOYEE',HOUSEWIFE,'NO PROBLEM',OPEN,URDU,0,'FIRST CLASS','SECOND CLASS',ENGLISH,MUMBAI,NULL,MALE,CPC504,NO,AVERAGE,8
15DCO46,1,GOOD,NO,PARENTS,NO,4,'UPTO 1 HRS',NUCLEAR,'1 TO 1.99 LAKHS',1,1,BUSINESS,HOUSEWIFE,'NO PROBLEM',OPEN,HINDI,0,DISTINCTION,'FIRST CLASS',VERNACULAR,NULL,NULL,FEMALE,CSC306,NO,GOOD,8
13CO06,3,GOOD,NO,PARENTS,NO,3,'2 TO 3 HOURS',NUCLEAR,'1 TO 1.99 LAKHS',2,3,BUSINESS,HOUSEWIFE,'NO PROBLEM',OPEN,URDU,2,DISTINCTION,'SECOND CLASS',ENGLISH,THANE,NULL,FEMALE,CSC406,NO,AVERAGE,8
13CO22,2,GOOD,YES,PARENTS,NO,4,'1 TO 2 HOURS',NUCLEAR,'4 TO 4.99 LAKHS',1,1,'SALARIED EMPLOYEE',HOUSEWIFE,'NO PROBLEM',OPEN,MARATHI,0,DISTINCTION,'SECOND CLASS',VERNACULAR,MUMBAI,NULL,MALE,CSC301,NO,GOOD,7
13CO10,1,GOOD,NO,MULTIPLE,NO,4,'MORE THAN 3 HOURS',NUCLEAR,'1 TO 1.99 LAKHS',1,1,BUSINESS,HOUSEWIFE,'NO PROBLEM',OPEN,KONKANI,1,'FIRST CLASS','SECOND CLASS',ENGLISH,'NAVI MUMBAI',NULL,FEMALE,CSC406,NO,AVERAGE,7
13CO30,1,GOOD,NO,PARENTS,NO,4,'2 TO 3 HOURS',NUCLEAR,'LESS THAN 1 LAKH',1,1,BUSINESS,HOUSEWIFE,'NO PROBLEM',OPEN,URDU,0,DISTINCTION,'SECOND CLASS',VERNACULAR,THANE,NULL,MALE,CSC406,NO,GOOD,10
13CO52,2,GOOD,NO,PARENTS,NO,4,'1 TO 2 HOURS',NUCLEAR,'1 TO 1.99 LAKHS',3,3,'SALARIED EMPLOYEE',HOUSEWIFE,'NO PROBLEM',OPEN,GUJARATI,0,DISTINCTION,DISTINCTION,ENGLISH,'NAVI MUMBAI',NULL,MALE,CSC406,NO,AVERAGE,10
13CO34,1,EXCELLENT,NO,PARENTS,NO,4,'2 TO 3 HOURS',NUCLEAR,'3 TO 3.99 LAKHS',1,1,'SALARIED EMPLOYEE',HOUSEWIFE,'NO PROBLEM',OPEN,URDU,0,DISTINCTION,DISTINCTION,ENGLISH,'NAVI MUMBAI',NULL,MALE,CSC305,NO,GOOD,9
14CO39,1,GOOD,NO,PARENTS,NO,2,'2 TO 3 HOURS',NUCLEAR,'2 TO 2.99 LAKHS',3,1,BUSINESS,HOUSEWIFE,'NO PROBLEM',OPEN,HINDI,3,DISTINCTION,'FIRST CLASS',ENGLISH,NULL,NULL,MALE,CSC303,NO,EXCELLENT,9
12CO33,1,GOOD,NO,PARENTS,YES,3,'MORE THAN 3 HOURS',NUCLEAR,'1 TO 1.99 LAKHS',1,1,'SALARIED EMPLOYEE',HOUSEWIFE,'NO PROBLEM',OPEN,GUJARATI,5,DISTINCTION,'SECOND CLASS',ENGLISH,MUMBAI,NULL,MALE,CPL501,NO,EXCELLENT,-1
14DCO56,1,EXCELLENT,NO,PARENTS,NO,4,'2 TO 3 HOURS',NUCLEAR,'2 TO 2.99 LAKHS',4,2,BUSINESS,HOUSEWIFE,'NO PROBLEM',OPEN,URDU,0,DISTINCTION,'FIRST CLASS',ENGLISH,NULL,NULL,MALE,CSC401,NO,POOR,5
15DCO72,1,EXCELLENT,NO,MULTIPLE,NO,3,'MORE THAN 3 HOURS',JOINT,'LESS THAN 1 LAKH',1,1,'SALARIED EMPLOYEE',HOUSEWIFE,'NO PROBLEM',OPEN,URDU,0,DISTINCTION,'FIRST CLASS',VERNACULAR,NULL,NULL,MALE,CSC305,YES,AVERAGE,8
15DCO52,2,GOOD,NO,MULTIPLE,NO,5,'2 TO 3 HOURS',NUCLEAR,'2 TO 2.99 LAKHS',1,1,BUSINESS,HOUSEWIFE,'NO PROBLEM',OPEN,URDU,0,DISTINCTION,'FIRST CLASS',VERNACULAR,NULL,NULL,FEMALE,CSC304,NO,GOOD,8
15DCO75,1,GOOD,NO,PARENTS,NO,5,'1 TO 2 HOURS',NUCLEAR,'1 TO 1.99 LAKHS',1,1,BUSINESS,HOUSEWIFE,'NO PROBLEM',OPEN,HINDI,0,'FIRST CLASS','SECOND CLASS',VERNACULAR,NULL,NULL,FEMALE,CSC304,NO,POOR,8
15DCO57,1,EXCELLENT,NO,MULTIPLE,NO,4,'1 TO 2 HOURS',JOINT,'2 TO 2.99 LAKHS',1,1,'SELF EMPLOYEED',HOUSEWIFE,'NO PROBLEM',OPEN,URDU,0,'FIRST CLASS',DISTINCTION,ENGLISH,NULL,NULL,MALE,CSC306,NO,POOR,6
15DCO72,1,EXCELLENT,NO,MULTIPLE,NO,3,'MORE THAN 3 HOURS',JOINT,'LESS THAN 1 LAKH',1,1,'SALARIED EMPLOYEE',HOUSEWIFE,'NO PROBLEM',OPEN,URDU,0,DISTINCTION,'FIRST CLASS',VERNACULAR,NULL,NULL,MALE,CSC306,YES,POOR,6
15DCO50,1,GOOD,NO,MULTIPLE,NO,4,'1 TO 2 HOURS',NUCLEAR,'1 TO 1.99 LAKHS',2,1,BUSINESS,HOUSEWIFE,'NO PROBLEM',OPEN,URDU,0,DISTINCTION,DISTINCTION,ENGLISH,NULL,NULL,MALE,CSC304,NO,GOOD,6
12CO25,2,GOOD,NO,PARENTS,YES,2,'1 TO 2 HOURS',NUCLEAR,'1 TO 1.99 LAKHS',1,4,'SALARIED EMPLOYEE',HOUSEWIFE,'NO PROBLEM',OPEN,URDU,0,'FIRST CLASS','FIRST CLASS',ENGLISH,'NAVI MUMBAI',NULL,MALE,CPC501,NO,AVERAGE,6
14CO10,3,GOOD,NO,PARENTS,NO,4,'1 TO 2 HOURS',NUCLEAR,'1 TO 1.99 LAKHS',1,3,SERVICE,HOUSEWIFE,'NO CHALLENGES',OPEN,URDU,1,DISTINCTION,DISTINCTION,ENGLISH,NULL,NULL,FEMALE,CSC303,NO,EXCELLENT,7
15DCO48,1,GOOD,NO,PARENTS,NO,4,'2 TO 3 HOURS',JOINT,'LESS THAN 1 LAKH',1,1,BUSINESS,HOUSEWIFE,'NO PROBLEM',OPEN,URDU,0,'FIRST CLASS',DISTINCTION,ENGLISH,NULL,NULL,MALE,CSC304,NO,EXCELLENT,7
15DCO72,1,EXCELLENT,NO,MULTIPLE,NO,3,'MORE THAN 3 HOURS',JOINT,'LESS THAN 1 LAKH',1,1,'SALARIED EMPLOYEE',HOUSEWIFE,'NO PROBLEM',OPEN,URDU,0,DISTINCTION,'FIRST CLASS',VERNACULAR,NULL,NULL,MALE,CSC301,YES,AVERAGE,7
15DCO72,1,EXCELLENT,NO,MULTIPLE,NO,3,'MORE THAN 3 HOURS',JOINT,'LESS THAN 1 LAKH',1,1,'SALARIED EMPLOYEE',HOUSEWIFE,'NO PROBLEM',OPEN,URDU,0,DISTINCTION,'FIRST CLASS',VERNACULAR,NULL,NULL,MALE,CSC302,NO,POOR,7
15DCO72,1,EXCELLENT,NO,MULTIPLE,NO,3,'MORE THAN 3 HOURS',JOINT,'LESS THAN 1 LAKH',1,1,'SALARIED EMPLOYEE',HOUSEWIFE,'NO PROBLEM',OPEN,URDU,0,DISTINCTION,'FIRST CLASS',VERNACULAR,NULL,NULL,MALE,CSC303,YES,EXCELLENT,7
15DCO54,1,GOOD,NO,PARENTS,NO,3,'2 TO 3 HOURS',NUCLEAR,'LESS THAN 1 LAKH',3,0,BUSINESS,HOUSEWIFE,'NO PROBLEM',OPEN,URDU,0,'FIRST CLASS','FIRST CLASS',ENGLISH,NULL,NULL,MALE,CSC303,NO,POOR,7
15DCO46,1,GOOD,NO,PARENTS,NO,4,'UPTO 1 HRS',NUCLEAR,'1 TO 1.99 LAKHS',1,1,BUSINESS,HOUSEWIFE,'NO PROBLEM',OPEN,HINDI,0,DISTINCTION,'FIRST CLASS',VERNACULAR,NULL,NULL,FEMALE,CSC303,NO,EXCELLENT,10
15DCO57,1,EXCELLENT,NO,MULTIPLE,NO,4,'1 TO 2 HOURS',JOINT,'2 TO 2.99 LAKHS',1,1,'SELF EMPLOYEED',HOUSEWIFE,'NO PROBLEM',OPEN,URDU,0,'FIRST CLASS',DISTINCTION,ENGLISH,NULL,NULL,MALE,CSC304,NO,POOR,10
15DCO76,1,EXCELLENT,YES,MULTIPLE,NO,4,'2 TO 3 HOURS',NUCLEAR,'1 TO 1.99 LAKHS',2,3,BUSINESS,HOUSEWIFE,'NO PROBLEM',OPEN,URDU,0,DISTINCTION,DISTINCTION,ENGLISH,NULL,NULL,MALE,CSC303,NO,EXCELLENT,6
15DCO54,1,GOOD,NO,PARENTS,NO,3,'2 TO 3 HOURS',NUCLEAR,'LESS THAN 1 LAKH',3,0,BUSINESS,HOUSEWIFE,'NO PROBLEM',OPEN,URDU,0,'FIRST CLASS','FIRST CLASS',ENGLISH,NULL,NULL,MALE,CSC305,NO,GOOD,7
15DCO55,3,EXCELLENT,NO,MULTIPLE,NO,3,'1 TO 2 HOURS',JOINT,'LESS THAN 1 LAKH',1,1,'SALARIED EMPLOYEE',HOUSEWIFE,'NO PROBLEM',OPEN,URDU,0,'FIRST CLASS','SECOND CLASS',ENGLISH,NULL,NULL,MALE,CSC304,NO,AVERAGE,7
13CO78,3,GOOD,NO,PARENTS,YES,3,'1 TO 2 HOURS',NUCLEAR,'LESS THAN 1 LAKH',2,3,'NO JOB',HOUSEWIFE,'NO PROBLEM',OPEN,URDU,0,'FIRST CLASS','SECOND CLASS',ENGLISH,NULL,NULL,MALE,CPL501,NO,GOOD,8
15DCO54,1,GOOD,NO,PARENTS,NO,3,'2 TO 3 HOURS',NUCLEAR,'LESS THAN 1 LAKH',3,0,BUSINESS,HOUSEWIFE,'NO PROBLEM',OPEN,URDU,0,'FIRST CLASS','FIRST CLASS',ENGLISH,NULL,NULL,MALE,CSC302,NO,POOR,8
11CO54,1,AVERAGE,NO,PARENTS,YES,2,'2 TO 3 HOURS',JOINT,'1 TO 1.99 LAKHS',2,1,'SALARIED EMPLOYEE',HOUSEWIFE,'NO PROBLEM',OPEN,URDU,0,'FIRST CLASS','SECOND CLASS',ENGLISH,MUMBAI,NULL,MALE,CPL501,NO,AVERAGE,8
13CO49,2,EXCELLENT,YES,SCHOLARSHIP,NO,4,'1 TO 2 HOURS',JOINT,'1 TO 1.99 LAKHS',3,3,'SALARIED EMPLOYEE',HOUSEWIFE,'NO PROBLEM',OPEN,URDU,0,DISTINCTION,'FIRST CLASS',ENGLISH,MUMBAI,NULL,MALE,CPC501,NO,POOR,6
13CO52,2,GOOD,NO,PARENTS,NO,4,'1 TO 2 HOURS',NUCLEAR,'1 TO 1.99 LAKHS',3,3,'SALARIED EMPLOYEE',HOUSEWIFE,'NO PROBLEM',OPEN,GUJARATI,0,DISTINCTION,DISTINCTION,ENGLISH,'NAVI MUMBAI',NULL,MALE,CPC501,NO,POOR,6
13CO11,0,POOR,NO,PARENTS,NO,3,'1 TO 2 HOURS',NUCLEAR,'1 TO 1.99 LAKHS',3,3,'SALARIED EMPLOYEE','SALARIED EMPLOYEE','NO PROBLEM',OPEN,URDU,0,DISTINCTION,'FIRST CLASS',ENGLISH,'NAVI MUMBAI',NULL,FEMALE,CPC501,NO,POOR,7
11CO54,1,AVERAGE,NO,PARENTS,YES,2,'2 TO 3 HOURS',JOINT,'1 TO 1.99 LAKHS',2,1,'SALARIED EMPLOYEE',HOUSEWIFE,'NO PROBLEM',OPEN,URDU,0,'FIRST CLASS','SECOND CLASS',ENGLISH,MUMBAI,NULL,MALE,CPL502,NO,AVERAGE,7
15DCO58,1,AVERAGE,YES,PARENTS,NO,4,'1 TO 2 HOURS',JOINT,'2 TO 2.99 LAKHS',2,1,'SALARIED EMPLOYEE',HOUSEWIFE,'NO PROBLEM',OPEN,HINDI,0,DISTINCTION,'FIRST CLASS',VERNACULAR,NULL,NULL,MALE,CSC304,NO,EXCELLENT,10
13CO07,0,GOOD,YES,PARENTS,NO,5,'MORE THAN 3 HOURS',NUCLEAR,'LESS THAN 1 LAKH',1,1,BUSINESS,HOUSEWIFE,'SALARIED EMPLOYEE',OPEN,URDU,5,DISTINCTION,'SECOND CLASS',VERNACULAR,MUMBAI,NULL,FEMALE,CPL501,NO,EXCELLENT,-1
13CO16,2,GOOD,NO,PARENTS,NO,4,'UPTO 1 HRS',NUCLEAR,'LESS THAN 1 LAKH',1,1,'SALARIED EMPLOYEE',HOUSEWIFE,'NO PROBLEM',OBC,URDU,0,DISTINCTION,'SECOND CLASS',ENGLISH,THANE,NULL,MALE,CSC405,NO,AVERAGE,8
13CO29,2,EXCELLENT,NO,PARENTS,NO,4,'1 TO 2 HOURS',NUCLEAR,'5 LAKHS AND ABOVE',4,4,'SALARIED EMPLOYEE',HOUSEWIFE,'NO PROBLEM',OPEN,URDU,0,DISTINCTION,DISTINCTION,ENGLISH,'NAVI MUMBAI',NULL,MALE,CPL501,NO,GOOD,7
13CO49,2,EXCELLENT,YES,SCHOLARSHIP,NO,4,'1 TO 2 HOURS',JOINT,'1 TO 1.99 LAKHS',3,3,'SALARIED EMPLOYEE',HOUSEWIFE,'NO PROBLEM',OPEN,URDU,0,DISTINCTION,'FIRST CLASS',ENGLISH,MUMBAI,NULL,MALE,CPL501,NO,AVERAGE,7
13CO52,2,GOOD,NO,PARENTS,NO,4,'1 TO 2 HOURS',NUCLEAR,'1 TO 1.99 LAKHS',3,3,'SALARIED EMPLOYEE',HOUSEWIFE,'NO PROBLEM',OPEN,GUJARATI,0,DISTINCTION,DISTINCTION,ENGLISH,'NAVI MUMBAI',NULL,MALE,CPL501,NO,EXCELLENT,7
13CO25,2,GOOD,NO,PARENTS,NO,4,'2 TO 3 HOURS',JOINT,'1 TO 1.99 LAKHS',3,1,BUSINESS,HOUSEWIFE,'NO PROBLEM',OPEN,URDU,0,DISTINCTION,'FIRST CLASS',ENGLISH,MUMBAI,NULL,MALE,CSC305,NO,AVERAGE,10
13CO28,3,AVERAGE,NO,PARENTS,NO,3,'UPTO 1 HRS',NUCLEAR,'2 TO 2.99 LAKHS',4,1,'SALARIED EMPLOYEE',HOUSEWIFE,'NO PROBLEM',OPEN,URDU,0,DISTINCTION,'FIRST CLASS',VERNACULAR,RAIGAD,NULL,MALE,CSC305,NO,AVERAGE,10
13CO30,1,GOOD,NO,PARENTS,NO,4,'2 TO 3 HOURS',NUCLEAR,'LESS THAN 1 LAKH',1,1,BUSINESS,HOUSEWIFE,'NO PROBLEM',OPEN,URDU,0,DISTINCTION,'SECOND CLASS',VERNACULAR,THANE,NULL,MALE,CSC305,NO,GOOD,10
13CO49,2,EXCELLENT,YES,SCHOLARSHIP,NO,4,'1 TO 2 HOURS',JOINT,'1 TO 1.99 LAKHS',3,3,'SALARIED EMPLOYEE',HOUSEWIFE,'NO PROBLEM',OPEN,URDU,0,DISTINCTION,'FIRST CLASS',ENGLISH,MUMBAI,NULL,MALE,CSC305,NO,GOOD,10
13CO54,4,EXCELLENT,NO,PARENTS,NO,3,'UPTO 1 HRS',NUCLEAR,'LESS THAN 1 LAKH',4,2,'NO JOB',HOUSEWIFE,'NO PROBLEM',OPEN,URDU,0,DISTINCTION,'FIRST CLASS',ENGLISH,RAIGAD,NULL,MALE,CSC405,NO,AVERAGE,10
14DCO63,2,GOOD,NO,PARENTS,NO,4,'1 TO 2 HOURS',NUCLEAR,'LESS THAN 1 LAKH',1,3,BUSINESS,HOUSEWIFE,'NO PROBLEM',OPEN,URDU,0,DISTINCTION,DISTINCTION,ENGLISH,NULL,NULL,MALE,CSC405,NO,EXCELLENT,10
13CO18,3,EXCELLENT,NO,PARENTS,NO,4,'UPTO 1 HRS',JOINT,'2 TO 2.99 LAKHS',1,1,'SALARIED EMPLOYEE',HOUSEWIFE,'NO PROBLEM',OPEN,HINDI,1,DISTINCTION,'FIRST CLASS',VERNACULAR,MUMBAI,NULL,MALE,CPL501,NO,EXCELLENT,9
13CO24,2,GOOD,NO,PARENTS,NO,3,'MORE THAN 3 HOURS',JOINT,'1 TO 1.99 LAKHS',1,1,BUSINESS,HOUSEWIFE,'NO PROBLEM',OPEN,URDU,0,DISTINCTION,'SECOND CLASS',VERNACULAR,MUMBAI,NULL,MALE,CSC405,NO,GOOD,9
14DCO53,2,GOOD,NO,PARENTS,NO,4,'1 TO 2 HOURS',JOINT,'1 TO 1.99 LAKHS',2,1,'SALARIED EMPLOYEE',HOUSEWIFE,'NO PROBLEM',OPEN,URDU,4,'FIRST CLASS','FIRST CLASS',ENGLISH,NULL,NULL,MALE,CSC406,NO,AVERAGE,7
14DCO66,1,POOR,NO,RELATIVES,NO,4,'2 TO 3 HOURS',NUCLEAR,'1 TO 1.99 LAKHS',1,1,'SALARIED EMPLOYEE',HOUSEWIFE,'NO PROBLEM',OPEN,HINDI,0,DISTINCTION,'FIRST CLASS',ENGLISH,NULL,NULL,MALE,CSC402,NO,GOOD,5
